Project,Hole,From_m,To_m,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments,ImagePath,Relog,Logger,Timestamp
GCL,KAD17-110,337.06,367.06,GREY,UO,MOD,5,MAFIC,MAFIC,MASS,,,,"Grey coloured. Minor brecciation; containing silicified graphitic matrix. 	Alteration: weak graphite, weak to moderate calcite (decreases downhole), weak to moderate chlorite, moderate to strong Qz/Ab, moderate carb. 5% QC content as qz  sheeted veins, zoned QC veins, and QC-calcite individual veins. Strong disseminated pyrite and weak arsenopyrite; patchy; at 337.06-354.62m depth. Intense disseminated pyrite and strong arsenopyrite at 354.62-367.06m depth. 	Foliation intensity varies throughout; weak to strong at 50° TCA. 	Intense silica alteration at bottom contact;  grainy  texture and very intense mineralization. Graphitic annealed fault at  lower contact at 367.87m; 0.19m width.",,0,Andrienko,11/4/2017
GCL,KAD17-110,367.06,367.57,GREY,UO,MOD,0,DYK,DYKE-INTERMED,GRAN,,,,"Grey coloured. Granular texture  composed of elongated QC and chlorite grains; PXRF: Zr 159, Cr 120, Ti 3501ppm. Sharp upper and lower contacts at 50° TCA. Alteration: moderate chlorite/biotite, moderate QC. Weak to moderate foliation at 40-50° TCA.",,0,Andrienko,7/18/2018
GCL,KAD17-110,367.57,405.05,GREY-BLK,UO,WK,5,MAFIC,MAFIC-BXMS,GRH,,,,"Grey-black coloured. Mafic aphanitic breccia surrounded by a graphitic mudstone matrix. Alteration (selective): weak chlorite, moderate qz/ab, intense graphite, weak calcite. Localized leucoxene grains of up to 1mm size. 5% QC content as sheeted QC-calcite and qz veins, and QC massive stringer veins. Strong disseminated pyrite; up to 2mm euhedral grains; trace arsenopyrite; as fracture fill, within mafic clasts, and vein haloes. 	Lower  contact is sharp; becomes more massive, silicified and mineralized with pyrite. Weak foliation at 60° TCA.",,0,Andrienko,11/5/2017
GCL,KAD17-110,405.05,411.34,GREY-BLK,UO,ST,20,UM,UM-SS,,,,,"Dark grey-brown coloured. Alteration: weak graphite, strong chlorite, weak  patchy brown carb, trace  calcite (veins), moderate QC. Silicified graphitic lamellae. 	Localized patches of brown carb with minor cumulate texture. PXRF= Zr 28, Cr 1880, Ti 3096ppm. 20% QC content as dark-grey blue coloured stockwork veins, deformed massive-zoned, qz individual veins, and QC-calcite sheeted veins. 	Weak disseminated pyrite concentrated within veins and foliation plains/vein margins; anhedral up to 1-2mm size. 	Strong foliation at 50° TCA.",,0,Andrienko,11/5/2017
GCL,KAD17-110,411.34,417.06,BROWN,UO,MOD,25,UM,UM,MASS,,,,"Grey-brown coloured. Alteration: moderate to strong qz, moderate carb-calcite, weak brown carb. 	Gradational  upper and lower contacts. Prominent grey-white coloured qz veining at top contact with pyrite mineralization. 25% QC content as QC-calcite deformed massive to zoned stockwork  veins, white-grey coloured QC veins, and QC stringers. Trace to weak pyrite concentrated mostly within qz veins. Moderate foliation (locally strong) at 50° TCA.",,0,Andrienko,11/5/2017
GCL,KAD17-110,417.06,447.09,GREY-BLK,UO,MOD,35,UM,UM,MASS,,,,"Grey-black coloured. Gradational upper and lower contacts. Alteration: intense chlorite, strong talc, weak qz, moderate to strong carb-calcite (veins). Localized section strongly silicified at 438.09-439.79m. 35% QC content as QC-calcite veins, qz-carb white-coloured veins. 	Trace disseminated pyrite along foliation  plains and within stockwork veins. 	Moderate foliation at  50° TCA.",,0,Andrienko,11/5/2017
GCL,KAD17-110,447.09,454.88,BROWN,UO,WK,10,UM,UM,MASS,,,,"Brown-grey coloured. Alteration: moderate chlorite, weak to moderate brown carb, moderate carb (pervasive), strong qz, trace patchy fuchsite. 10% QC content as stockwork massive deformed QC-calcite veins, and QC (predominantly qz) veins. Weak to moderate disseminated pyrite, and trace arsenian pyrite; related to qz veining. 	Localized cumulate texture. 	Trace foliation at 60° TCA.",,0,Andrienko,11/5/2017
GCL,KAD17-110,454.88,461.75,BROWN,UO,WK,15,UM,UM,GRAN,,,,"Brown coloured. Prominent granular cumulate texture composed of QC grains; interpreted as olivine replacement texture; 2-3mm grain size. Alteration: strong brown carb, moderate pervasive QC. Gradational upper and lower contacts. 15% QC content as dark-grey coloured stockwork veins, and sheeted QC white-coloured deformed massive veins. 	Trace disseminated pyrite within veins and concentrated along foliation plains. Trace foliation at 50° TCA.",,0,Andrienko,11/5/2017
GCL,KAD17-110,461.75,492.97,GREEN-GRY,UO,WK,15,UM,UM,MASS,,,,"Grey-green coloured. Alteration: trace pervasive to patchy fuchsite, weak brown carb, weak –moderate chlorite, strong qz, trace calcite. Very localized sparse graphitic lamellae; UM-SS?. 15% QC content as dark-grey stockwork veins, vuggy QC veins, QC-calcite individual deformed massive veins. Moderate pyrite, weak arsenopyrite; disseminated up to 0.5mm euhedral grains. At 481.45-491.18m ultramafic is coarse,  granular, with  weak talc, trace fuchsite, trace brown carb, strong chlorite. Trace to weak foliation at 50° TCA.",,0,Andrienko,11/6/2017
GCL,KAD17-110,492.97,502.1,GREY-BLK,UO,MOD,10,UM,UM,GRAN,,,,"Dark grey-black coloured. Alteration: Strong pervasive chlorite, moderate to strong talc. Moderate foliation 50 TCA. 10% qc  white qc veins, deformed; occasional green talc veins. Granular  texture; 2-3mm size QC grains. Very trace fine-grained pyrite; along chlorite-rich foliation plains. 	Gradational upper and lower contact. Beyond 502m, core is  black, strong talc alteration, aphanitic.",,0,Andrienko,11/6/2017
GCL,KAD17-110,502.1,520.8,BLACK,UO,WK,10,UM,UM,APHAN,,,,"Black. Alteration: strong pervasive talc chlorite. 	Aphanitic. Massive, unfoliated. 	Decimeter scale breccia texture, fragments subrounded 2-7cm. No mineralization. Local spinifex texture. Trace foliation. 10% qc veins.",,0,Andrienko,11/6/2017
GCL,KAD17-110,520.8,532.8,GREY-BLK,UO,WK,25,UM,UM-BX,FLTD,,,,"Black. 	Alteration: strong pervasive talc chlorite. 	Gradational upper and lower contacts. 25% QC-calcite stockwork veining. Annealed fault at 529.25-531.53m. Variable foliation at 40-60° TCA. 	Dominant breccia texture, fragment supported. Fragments are angular and 0.2-5cm.",,0,Andrienko,11/6/2017
GCL,KAD17-110,532.8,546,GREY,UO,WK,35,UM,UM,MASS,,,,"Light brown to dark grey-black coloured. Patchy alteration throughout; light coloured silicified chlorite-rich and talc-chlorite-rich sections. Alteration: strong chlorite, wk to moderate talc, weak to moderate qz, moderate carb-calcite. 35% QC content as stockwork QC-calcite veins, and individual qz veins. Trace disseminated fine-grained pyrite within veins and chlorite-rich foliation plains. Weak to moderate foliation at 45° TCA.",,0,Andrienko,11/7/2017
GCL,KAD17-111,0,5.52,,,,,OVB,OVB,,,,,OVB,,0,Hoang,11/2/2017
GCL,KAD17-111,5.52,18.36,GREEN-OL,TO,WK,20,MAFIC,MAFIC,MASS,,AMG,,"Dark Green. Alteration Chl-Qtz-Carb Pervasive with small patches of Albite. Stockwork veining TCA 25 5% Qtz-Carb >1mm, Stringers TCA 50 Qtz-Carb 3% >1mm, Stingers TCA 5 1% >1mm. Amygdules >1mm localized patches. Foliation TCA 70  Weak to moderate. Mineralization Py .1% >1mm disseminated. Oxidized joints. PXRF 7.17m Zr160, Ti8217, Cr-.LC gradational",,0,Hoang,11/2/2017
GCL,KAD17-111,18.36,23.62,GREEN-BLK,UO,MOD,20,MAFIC,MAFIC-BX-PERL,GRAN,,PERL,,"Mafic Breccia Perlite. Dark Green to black.Alteration Chl-Qtz-Carb Pervasive Strong. Perlite texture, >1mm-5mm, white. Locally strong, Foliation is moderate TCA 65.Patchy albite blebs >1mm 	Stockwork 1% TCA 60 Qtz-Carb >1mm-4mm. Stringers TCA 70 Qtz-Carb 1%. Mineralization Py.1% Disseminated >1mm. 	LC Gradational",,0,Hoang,11/2/2017
GCL,KAD17-111,23.62,29.1,GREEN-BLK,UO,WK,15,MAFIC,MAFIC,MASS,,AMG,,"Mafic Massive. Dark Green. 	Alteration Chl-Qtz-Carb Strong pervasive. 	Stockwork TCA 40 5% Qtz-Carb >1mm, Stringers 3% TCA 40 >1mm, Stringer TCA 0 Qtz-carb >1mm. Amygdules weak. Mineralization Py .15% >1mm, Disseminated with veinlets of Py. PXRF 27.24m Zr119, Ti7181, Cr-. 	Foliation TCA 60 Weak. LC Gradational.",,0,Hoang,11/2/2017
GCL,KAD17-111,29.1,32,GREEN-BLK,UO,WK,15,MAFIC,MAFIC-BX,MASS,,AMG,VAR,"Mafic Breccia. 	Dark Green. 	Alteration Strong Chl-Qtz-Carb Pervasive. 	Stockwork veining TCA 60 5% >1mm-2mm Qtz-Carb, Stringers 2% TCA 60 >1mm  Qtz-Carb. 	Foliation TCA 60 Weak. Amygdules cloudy white, >1mm-2mm. LC contains small localized patch of Varioles 2mm-4mm. Mineralization Py .1% >1mm Disseminated. LC Sharp.",,0,Hoang,11/2/2017
GCL,KAD17-111,32,34,GREEN-OL,UO,ST,20,INTERMED,INTERMED,PORPH,,,,"Intermediated dyke. Olive Green. Alteration Chl-Qtz-Carb Pervasive moderate, bits of Albite patches. 	Stringers 1% 5 TCA, Individual vein zoned Qtz-Carb. 	Foliation TCA 50 Strong. Porphyritic texture >1mm. Mineralization PY .1% disseminated. LC Gradational.",,0,Hoang,11/2/2017
GCL,KAD17-111,34,38.77,GREEN-BLK,UO,MOD,15,MAFIC,MAFIC-BX,BRECCIA,,VAR,AMG,"Mafic Breccia Dark Green. Alteration Strong Chl-Qtz-Carb Pervasive.	Stockwork veining TCA 60 5% >1mm-2mm Qtz-Carb, Stringers 2% TCA 60 >1mm  Qtz-Carb. Foliation TCA 60 moderate. Hyloclastite >1mm-4mm with localized patch of Perlite. Albite varioles localized. 	Amygdules cloudy white, >1mm-2mm. 	Mineralization Py .2% >1mm Disseminated, with localized mineralization of Euhedral Pyrite. >1mm. LC Sharp",,0,Hoang,11/2/2017
GCL,KAD17-111,38.77,43.92,GREEN-BLK,UO,WK,20,MAFIC,MAFIC,MASS,,,,"Mafic. Dark Green Dark Grey. 	Alteration Chl-Qtz-Carb Pervasive Moderate. Stringers TCA 50 1% >1mm Qtz-Carb, Stringer TCA 10 1% >1mm Qtz-Carb, wispy texture.Mineralization Py .1% >1mm Disseminated with Py Veinlets 1mm. Foliation TCA 30 Weak. 	PCRF 41.57m Zr140, Ti10.3k Cr-, 43.25m Zr116, Ti8916, Cr-. LC sharp.",,0,Hoang,11/2/2017
GCL,KAD17-111,43.92,48.61,GREY-BLK,UO,ST,15,MAFIC,MAFIC-BXMS,BED,,,,"Mafic Breccia Mudstone.	Dark grey to black. Alteration Qtz-Carb patchy with patchy albite. trace Fuchsite near UC, Weak graphite. Stringer TCA 30 5% Qtz-Carb >1mm, Individual vein TCA 30 Qtz 2%. Brecciated with Qtz slightly pink. 1mm-10mm. Irregularly formed, with moderate to strong foliation TCA 65. Mineralization Py .25% >1mm Disseminated and Py enveloped within veins. LC Sharp",,0,Hoang,11/2/2017
GCL,KAD17-111,48.61,49.36,GREY-BLK,UO,NA,20,DYK,DYKE-MAFIC,MASS,,,,"Mafic Dyke. Dark grey.Alteration Chl-Qtz-Carb pervasive moderate. Stringer TCA 30 Qtz-Carb 1%, 1mm. 	Granular texture. PXRF 48.92m Zr125, Cr187, Ti3690. Mineralization Py .1% Disseminated >1mm. LC Sharp",,0,Hoang,11/2/2017
GCL,KAD17-111,49.36,53.33,GREY-BLK,UO,MOD,20,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Mafic Breccia Mudstone. 	Dark grey to Black. Alteration Qtz-Carb Patchy albite. Graphitic moderate. Stockwork TCA 40 15% >1mm-2mm Qtz-carb. Stringers TCA 60 5% >1mm Qtz-Carb, individual Vn Qtz 5 TCA 2% 2mm. Foliation TCA 40 moderate. Mineralization Py 5% disseminated with blebs and enveloped within veins, Cp .15% >1mm. LC strongly Siliceous Qtz  with strong brecciation. Fine grained graphite layers truncated by Qtz vn. LC Gradational",,0,Hoang,11/2/2017
GCL,KAD17-111,53.33,54.35,GREEN-GRY,UO,MOD,25,MAFIC,MAFIC-SS,BED,THIN,,,"Mafic Sandstone. Grey to Olive green. Alteration Chl-Qtz-Carb pervasive. 	Individual VN TCA 50 5% Qtz-Carb Zoned. 1mm-4mm. 	Foliated moderate TCA 40. Younging uphole, Bedded with Sandstone and Mafics. 	PXRF 53.74m Zr86, Ti5024, Cr-. Mineralization Py .15% Disseminated >1mm. 	LC sharp.",,0,Hoang,11/2/2017
GCL,KAD17-111,54.35,55.25,GREY-BLK,UO,MOD,15,SED,SED-MSSS,BED,THIN,,,"Sedimentary Mudstone Sandstone.Black and Grey. Alteration Graphite Strong. 	Stringers TCA 5 wispy Qtz-Carb 1%. Foliated TCA 70 moderate. 	Crenulated weakly. Younging up hole with sand bed below
Mineralization is .15% within Stringers disseminated. >1mm 	LC Sharp.",,0,Hoang,11/2/2017
GCL,KAD17-111,55.25,55.66,GREY-BLK,UO,NON,20,MAFIC,MAFIC-BXMS,GRH,,,,"Mafic Breccia Mudstone. 	Dark grey to Black. 	Alteration Qtz-Carb Patchy albite. Graphitic weak. Stringers TCA 5 1% >1mm Qtz-Carb. Mineralization Py 5% disseminated with blebs and enveloped within veins.LC strongly Siliceous Qtz with strong brecciation. Strongly deformed. LC Sharp.",,0,Hoang,11/2/2017
GCL,KAD17-111,55.66,56.15,GREY-BLK,UO,MOD,15,SED,SED-MSSS,BED,THIN,,,"Sedimentary Mudstone Sandstone. Black and Grey. 	Alteration Graphite Strong. Stringers TCA 5 wispy 	Foliated TCA 70 moderate.Crenulated weakly. Younging up hole with sand bed below. Mineralization is .25% within Stringers disseminated. >1mm, Blebs enveloped within veins LC Sharp",,0,Hoang,11/2/2017
GCL,KAD17-111,56.15,56.8,GREY-BLK,UO,NON,15,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Mafic breccia Mudstone. Dark grey to Black. Alteration Qtz-Carb Patchy albite. Graphitic weak
Stringers TCA 20 1% >1mm Qtz-Carb. Mineralization Py 2% disseminated with blebs and veinlets, Brecciation moderate.	LC Sharp.",,0,Hoang,11/2/2017
GCL,KAD17-111,56.8,73.75,GREY-BLK,UO,MOD,15,SED,SED-MSSS,BED,THIN,,,"Sedimentary Mudstone sandstone. Black and Grey. 	Alteration Graphite Strong, 	Stringers TCA 5 Qtz-Carb 10%, Stringers  Qtz-Carb 5%, Deformed, TCA 70. Individual Vein.	Foliated TCA 60 moderate intense. 	Crenulated weakly. Younging up hole with sand bed below flame structures. 	Faulted bedding. 	Mineralization is 1% within Stringers disseminated. >1mm, Blebs enveloped within veins.LC Sharp.",,0,Hoang,11/3/2017
GCL,KAD17-111,73.75,74.24,GREEN-GRY,UO,NON,15,DYK,DYKE-INTERMED,MASS,,,,"Intermediate Dyke.	 Greyish green. 	Alteration Chl-Qtz-Carb Pervasive. 	Massive no internal structures. Biotite grains? >1m. 	Mineralization >1 Py disseminated. Fine grained. >1mm weak. 	LC sharp.",,0,Hoang,7/18/2018
GCL,KAD17-111,74.24,75.73,GREY-BLK,UO,MOD,20,SED,SED-MSSS,BED,THIN,,,"Sedimentary Mudstone Sandstone. Black and Grey. Alteration Graphite Strong. Stringers TCA 25 Qtz-Carb 1%. 	Foliated TCA 65 moderate. Crenulated weakly. Younging up hole with sand bed below. Mineralization is 1% within Stringers disseminated. >1mm, Blebs enveloped within veins. Recrystallization multi staged wispy. LC Gradational.",,0,Hoang,11/4/2017
GCL,KAD17-111,75.73,76.81,GREY-BLK,UO,MOD,15,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Mafic Breccia Mudstone. Dark grey to Black. Alteration Qtz-Carb Patchy albite. Graphitic weak to moderate. 	Stringers TCA 75 1% >1mm Qtz-Carb. 	Foliation TCA 55 Moderate. Small bedded Mudstone 4cm TCA 45. 	Mineralization Py 1% disseminated with blebs and enveloped within veins. 	Brecciation weak to moderate.	 LC Sharp.",,0,Hoang,11/3/2017
GCL,KAD17-111,76.81,80.73,GREY-BLK,UO,ST,15,SED,SED-MSSS,BED,THIN,,,"Sedimentary Mudstone Sandstone.	Black and Grey. Alteration Graphite Strong. 	Stockwork Qtz-Carb 1% Deformed and stringers Qtz-Carb 10%, Stringers Qtz-Carb TCA 40 Deformed 5%.  sheeted veins Qtz-Carb 1% TCA 60. 	Mineralization .30% Py Disseminated with Blebs and Pyrite suns. Foliation 50 TCA strong. LC Sharp.",,0,Hoang,11/3/2017
GCL,KAD17-111,80.73,113.7,GREY-BLK,UO,MOD,20,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Mafic breccia Mudstone. Dark grey to Black. Alteration Qtz-Carb Patchy albite. Graphitic weak to moderate. Mineralization Py 20% >1mm disseminated with blebs. Veinlets.  Cp 3% >1mm As 5% >1mm.  Flow ore zone from 96m-111m. Stockwork deformed Qtz-Carb 3% TCA 70 1mm, and Stringers Non-deform. Qtz-Carb 5% TCA 70 >1mm, sheeted veins Qtz Zoned 1% Non-deformed. Stringer Calcite TCA 70 3% Deformed >1mm.  En Echelon Qtz veins. Leucoxene >1mm yellow. Albite grains with Arsenopyrite. >1mm. Foliation TCA 60 Moderate to strong deformation. 	82.56m Point Structure Intermediate dyke 16cm. PXRF 104.35m Zr239, Ti12.2k Cr-, 109.77m Zr115, Ti7439, Cr-, 113.56m Zr123, Ti1508 Cr-, 	Brecciation weak to moderate. Sub angular to angular clasts. LC Sharp",,0,Hoang,11/3/2017
GCL,KAD17-111,113.7,133.1,GREEN-OL,UO,MOD,20,UM,UM,MASS,,,,"Ultramafic Chl-Qtz-Carb. Brown to apple green. Alteration Fuch-Qtz-Carb selective with patchy brown carb in localized zones. Stockwork Qtz-Carb 10% TCA 40 Deformed >1mm-4mm. Stringers Qtz-Carb 5% TCA 50, >1mm Non-deformed, Stringers Calcite 4% TCA 30 >1mm.  Zn vein, Echelon.
PXRF 114.13m Cr846, Ti 1050, Zr-, 114.84m Cr1392, Ti1909, Zr-. 118.30m Zr18, Cr968, Ti1538. 119.25m Zr37, Cr227, Ti1166.128.87m Zr14, Cr919, Ti1424. 	Moderate to strong Foliation. 	Moderate Mineralization 10% Py As 5% >1mm Disseminated within groundmass and foliation planes. Strong mineralization 113.70 129m has strong Arsenopyrite mineralization.",,0,Hoang,11/3/2017
GCL,KAD17-111,133.1,133.74,GREEN-EM,UO,WK,20,UM,UM,MASS,,,,"Ultramafic Fuchsite. 	Emerald Green. Alteration Fuchsite-Qtz-Carb Pervasive. 	Stringers TCA20, 5% Qtz-Carb >1mm deformed. 	Mineralization Weak Py .15% disseminated. 	Foliation 45 TCA weak. 	LC gradational",,0,Hoang,11/3/2017
GCL,KAD17-111,133.74,135,BROWN,UO,WK,25,UM,UM,MASS,,,,"Brown Carb(sericite). 	Alteration Brown carb (Sericite) Qtz-Carb Pervasive. Stringers Qtz-carb TCA 50 >1mm 1%, Stockwork Qtz-Carb TCA 40 >1mm 1%. Mineralization Py .15% Disseminated. 	Foliation TCA 50 weak. 	LC gradational",,0,Hoang,11/3/2017
GCL,KAD17-111,135,153.85,GREEN-AP,UO,ST,20,UM,UM,MASS,,,,"Ultramafic Chl-Qtz-CarB. 	Brown to apple green
Alteration Chl-Qtz-Carb Pervasive with patchy fuchsite in localized zones.	Stockwork Qtz-Carb 1% TCA 50 Deformed >1mm-4mm. Stringers Qtz-Carb 5% TCA 60, >1mm Non-deformed, Stringers 
Vuggy veins. Moderate to strong Foliation TCA 50. PXRF 137.76m Cr854 Ti1468, 142.30m Zr18, Cr489, Ti2986, 143.44m Zr27, Cr591, Ti2368. Moderate Mineralization 5% Py As 1% >1mm Disseminated
LC gradational.",,0,Hoang,11/4/2017
GCL,KAD17-111,153.85,155.15,BROWN,UO,MOD,25,UM,UM,GRAN,,,,"Ultramafic Brown Carb Sericite. 	Brown. Alteration Sericite Brown carb (Seri-Qtz-Carb) Pervasive. 	Stockwork Qtz-Carb 5% TCA 40 >1mm-3mm. Stringers Qtz-Carb 3% TCA 60 >1mm and Sheeted veins Qtz-Carb 1% TCA 65. 	Mineralization’s Py .1% >1mm disseminated >1mm. Granular texture, relic Olivine crystals >1mm. 	Foliation 70 TCA moderate. 	LC Gradational.",,0,Hoang,11/4/2017
GCL,KAD17-111,155.15,166,GREEN-GRY,UO,ST,20,UM,UM,GRAN,,,,"Ultramafic Chl-Qtz-Carb. 	Dark Green to Grey. 	Alteration Chl-Qtz-Carb Pervasive, moderate to strong chl patches. Sheeted Qtz-Carb 3% TCA 50 2mm, Stockwork Qtz-Carb 5% TCA 60 >1-2mm, stringers 5% TCA 60 >1mm, Individual veins 4% TCA 35  1cm-4cm, zoned. Foliation strong at TCA 50UC and decreases downhole. 	Patchy, cumulate texture with Leucoxene (yellow) and albite grains >1mm. Mineralization Py .15% Disseminated. >1mm, Tannantite .1% >1mm, Cp .1% >1mm. 	LC Gradational. Recrystallization at LC with higher Qtz content and cumulate texture.  Granular.•	PXRF 162.90 Cr1325, Ti, 532, Zr-, 165.68m Cr442, Ti256, Zr-.",,0,Hoang,11/4/2017
GCL,KAD17-111,166,181.9,BROWN,UO,ST,20,UM,UM,GRAN,,AMG,,"Ultramafic Talc-Chl-Sericite. 	Brown to Teal. Alteration Talc-Chl-Sericite Qtz-Carb pervasive with strong to intense talc and patchy Sericite. Selective. Stockwork Qtz-Carb 15% TCA 30 1cm-3cm, veining, Stringers 10% TCA 40 >1mm. and sheeted 10% TCA 30 Talc >1mm-3cm. All the veins have been reworked with Talc replacement of the veins.Foliation strong TCA 55. PXRF 169.20 Cr792, Ti541, Zr-, Granular texture >1mm Cumulate texture strong at 170m mineralization trace to weak Py .1% Disseminated >1mm. LC Gradational. Amygdules >1mm",,0,Hoang,11/4/2017
GCL,KAD17-111,181.9,219.92,BLUE-BLK,UO,MOD,15,UM,UM,MASS,,AMG,,"Ultramafic Talc-Chl-Cal. 	Grey to Dark blue. 	Alteration Talc-Chl pervasive, Calcite selective with patchy chl
.Stockwork Calcite TCA 40 15% >1mm, stringers 10% TCA 60 Calcite >1mm wispy appearance, Sheeted 50 Qtz-Carb 5% TCA 90 >1mm-2mm, individual veins Qtz TCA 90 1% 2cm. vuggy veins. Foliation moderate TCA 50. 	Structure points 194.29m Calcite vein TCA 50 36 cm. 199m 74 Fault gouge TCA 40. 202.23m TCA 50 38cm Calcite veins with clasts of UM in it.	Deformation moderate to strong with localized brecciation. Grains are strained 
	Amygdules, white >1mm localized. 	Mineralization weak Py .1% disseminated..  219.19m  20cm TCA 50.Large clasts 10-20Cm with massive texture 211.53 	PXRF 211.61m Zr23, Cr1384, Ti 2131, 218.45m Cr337, Ti287 Zr-. LC Contact Gradational.",,0,Hoang,11/5/2017
